"game_name","game_number","ticket_price","overall_odds_1_in","prize_amount","prize_breakdown","n_prizes","approx_odds_1_in","implied_probability","tolerance_pct","raw"
"CASH MATCH","1470",3,3.11,10,"£10",95948,100,0.01,5,"£10        £10                                                95,948                     100                +/- 5.00%"
"CASH MATCH","1470",3,3.11,10,"£5 x 2",127806,76,0.0131578947368421,5,"£10        £5 x 2                                           127,806                         76              +/- 5.00%"
"CASH MATCH","1470",3,3.11,10,"£10 AUTOWIN",159838,60,0.0166666666666667,5,"£10        £10 AUTOWIN                                      159,838                        60               +/- 5.00%"
"CASH MATCH","1470",3,3.11,10,"£5 AUTOWIN x 2",159872,60,0.0166666666666667,5,"£10        £5 AUTOWIN x 2                                    159,872                       60               +/- 5.00%"
"CASH MATCH","1470",3,3.11,15,"£15",31953,301,0.00332225913621262,5,"£15       £15                                                 31,953                     301               +/- 5.00%"
"CASH MATCH","1470",3,3.11,15,"£3 x 5",32008,300,0.00333333333333333,5,"£15       £3 x 5                                            32,008                      300                +/- 5.00%"
"CASH MATCH","1470",3,3.11,15,"£15 AUTOWIN",31913,301,0.00332225913621262,5,"£15       £15 AUTOWIN                                         31,913                     301               +/- 5.00%"
"CASH MATCH","1470",3,3.11,20,"£20",31977,300,0.00333333333333333,5,"£20        £20                                                 31,977                    300                +/- 5.00%"
"CASH MATCH","1470",3,3.11,40,"£40",1526,6285,0.000159108989657916,5,"£40        £40                                                  1,526                  6,285                +/- 5.00%"
"CASH MATCH","1470",3,3.11,40,"£40 AUTOWIN",2887,3322,0.000301023479831427,5,"£40        £40 AUTOWIN                                          2,887                  3,322                +/- 5.00%"
"CASH MATCH","1470",3,3.11,40,"£10 AUTOWIN + (£15 x 2)",3064,3130,0.000319488817891374,5,"£40        £10 AUTOWIN + (£15 x 2)                             3,064                   3,130                +/- 5.00%"
"CASH MATCH","1470",3,3.11,40,"£5 AUTOWIN + (£3 x 10) + £5",3777,2540,0.000393700787401575,5,"£40        £5 AUTOWIN + (£3 x 10) + £5                          3,777                  2,540                +/- 5.00%"
"CASH MATCH","1470",3,3.11,100,"£100",75,127871,7.82038147820851e-06,10.8,"£100        £100                                                    75                127,871               +/- 10.80%"
"CASH MATCH","1470",3,3.11,100,"(£5 x 12) + (£10 x 2) + £20",76,126188,7.92468380511618e-06,10.8,"£100        (£5 x 12) + (£10 x 2) + £20                             76                126,188               +/- 10.80%"
"CASH MATCH","1470",3,3.11,200,"£200",24,399595,2.50253381548818e-06,22.74,"£200        £200                                                    24               399,595                +/- 22.74%"
"CASH MATCH","1470",3,3.11,1000,"£1,000",8,1198785,8.34177938496061e-07,36.55,"£1,000        £1,000                                                  8               1,198,785               +/- 36.55%"
"CASH MATCH","1470",3,3.11,5000,"£5,000",4,2397570,4.1708896924803e-07,36.55,"£5,000         £5,000                                                  4               2,397,570               +/- 36.55%"
"GRID OF FORTUNE","1465",3,3.51,3,"£3",2658075,10,0.1,5,"£3     £3                                            2,658,075                        10          +/- 5.00%"
"GRID OF FORTUNE","1465",3,3.51,5,"£5",2658142,10,0.1,5,"£5     £5                                            2,658,142                        10          +/- 5.00%"
"GRID OF FORTUNE","1465",3,3.51,10,"£10",265717,101,0.0099009900990099,5,"£10     £10                                              265,717                     101           +/- 5.00%"
"GRID OF FORTUNE","1465",3,3.51,10,"£5 x 2",354626,75,0.0133333333333333,5,"£10     £5 x 2                                          354,626                        75          +/- 5.00%"
"GRID OF FORTUNE","1465",3,3.51,10,"£5 MULT2",531567,50,0.02,5,"£10     £5 MULT2                                        531,567                       50           +/- 5.00%"
"GRID OF FORTUNE","1465",3,3.51,15,"£15",88690,300,0.00333333333333333,5,"£15     £15                                              88,690                     300            +/- 5.00%"
"GRID OF FORTUNE","1465",3,3.51,15,"£5 x 3",265765,101,0.0099009900990099,5,"£15     £5 x 3                                          265,765                      101           +/- 5.00%"
"GRID OF FORTUNE","1465",3,3.51,15,"£3 MULT5",265679,101,0.0099009900990099,5,"£15     £3 MULT5                                        265,679                      101           +/- 5.00%"
"GRID OF FORTUNE","1465",3,3.51,20,"£20",88604,300,0.00333333333333333,5,"£20      £20                                              88,604                     300            +/- 5.00%"
"GRID OF FORTUNE","1465",3,3.51,20,"(£3 x 5) + £5",177284,150,0.00666666666666667,5,"£20      (£3 x 5) + £5                                    177,284                     150           +/- 5.00%"
"GRID OF FORTUNE","1465",3,3.51,20,"£10 MULT2",177123,151,0.00662251655629139,5,"£20      £10 MULT2                                         177,123                     151          +/- 5.00%"
"GRID OF FORTUNE","1465",3,3.51,25,"£25",8460,3142,0.000318268618714195,5,"£25     £25                                                8,460                   3,142           +/- 5.00%"
"GRID OF FORTUNE","1465",3,3.51,25,"£5 MULT5",13061,2036,0.000491159135559921,5,"£25     £5 MULT5                                           13,061                 2,036            +/- 5.00%"
"GRID OF FORTUNE","1465",3,3.51,50,"£50",2110,12598,7.93776789966661e-05,5,"£50      £50                                                 2,110                12,598            +/- 5.00%"
"GRID OF FORTUNE","1465",3,3.51,50,"(£5 x 2) + (£10 x 4)",2111,12592,7.9415501905972e-05,5,"£50      (£5 x 2) + (£10 x 4)                                 2,111               12,592            +/- 5.00%"
"GRID OF FORTUNE","1465",3,3.51,50,"£10 MULT5",2110,12598,7.93776789966661e-05,5,"£50      £10 MULT5                                           2,110                12,598            +/- 5.00%"
"GRID OF FORTUNE","1465",3,3.51,60,"£3 MULT20",5300,5016,0.000199362041467305,5,"£60      £3 MULT20                                          5,300                  5,016            +/- 5.00%"
"GRID OF FORTUNE","1465",3,3.51,100,"£100",633,41992,2.38140598209183e-05,5,"£100      £100                                                  633                41,992            +/- 5.00%"
"GRID OF FORTUNE","1465",3,3.51,100,"£5 + (£10 x 2) + (£25 x 3)",634,41926,2.3851547965463e-05,5,"£100      £5 + (£10 x 2) + (£25 x 3)                            634                41,926            +/- 5.00%"
"GRID OF FORTUNE","1465",3,3.51,100,"£50 MULT2",629,42259,2.36635982867555e-05,5,"£100      £50 MULT2                                             629               42,259             +/- 5.00%"
"GRID OF FORTUNE","1465",3,3.51,100,"£20 MULT5",636,41794,2.39268794563813e-05,5,"£100      £20 MULT5                                             636                41,794            +/- 5.00%"
"GRID OF FORTUNE","1465",3,3.51,100,"£10 MULT10",639,41598,2.40396172892928e-05,5,"£100      £10 MULT10                                            639                41,598            +/- 5.00%"
"GRID OF FORTUNE","1465",3,3.51,500,"£500",47,565546,1.76820276334728e-06,14.89,"£500       £500                                                    47             565,546            +/- 14.89%"
"GRID OF FORTUNE","1465",3,3.51,500,"(£50 x 2) + (£100 x 4)",106,250761,3.98786095126435e-06,8.91,"£500       (£50 x 2) + (£100 x 4)                                106              250,761              +/- 8.91%"
"GRID OF FORTUNE","1465",3,3.51,500,"£100 MULT5",112,237328,4.21357783320973e-06,8.91,"£500       £100 MULT5                                             112             237,328              +/- 8.91%"
"GRID OF FORTUNE","1465",3,3.51,500,"£25 MULT20",109,243860,4.1007135241532e-06,8.91,"£500       £25 MULT20                                            109             243,860               +/- 8.91%"
"GRID OF FORTUNE","1465",3,3.51,500,"£50 MULT10",120,221506,4.51455039592607e-06,8.91,"£500       £50 MULT10                                            120              221,506              +/- 8.91%"
"GRID OF FORTUNE","1465",3,3.51,1000,"£1,000",5,5316132,1.88106691105488e-07,36.55,"£1,000      £1,000                                                   5            5,316,132           +/- 36.55%"
"GRID OF FORTUNE","1465",3,3.51,1000,"£500 MULT2",5,5316132,1.88106691105488e-07,36.55,"£1,000      £500 MULT2                                               5            5,316,132           +/- 36.55%"
"GRID OF FORTUNE","1465",3,3.51,1000,"£100 MULT10",5,5316132,1.88106691105488e-07,36.55,"£1,000      £100 MULT10                                              5            5,316,132           +/- 36.55%"
"GRID OF FORTUNE","1465",3,3.51,10000,"£10,000",5,5316132,1.88106691105488e-07,36.55,"£10,000       £10,000                                                  5            5,316,132           +/- 36.55%"
"GRID OF FORTUNE","1465",3,3.51,3e+05,"£300,000",5,5316132,1.88106691105488e-07,36.55,"£300,000       £300,000                                                 5            5,316,132           +/- 36.55%"
"LUCKY BONUS","1458",3,3.6,3,"£3",273098,34,0.0294117647058824,5,"£3     £3                                                  273,098                  34           +/- 5.00%"
"LUCKY BONUS","1458",3,3.6,3,"£3 BONUS",303292,30,0.0333333333333333,5,"£3                               £3 BONUS                  303,292                  30           +/- 5.00%"
"LUCKY BONUS","1458",3,3.6,3,"1 x MONEYBAG = £3",333486,28,0.0357142857142857,5,"£3     1 x MONEYBAG = £3                                   333,486                  28           +/- 5.00%"
"LUCKY BONUS","1458",3,3.6,5,"£5",151646,60,0.0166666666666667,5,"£5     £5                                                   151,646                 60           +/- 5.00%"
"LUCKY BONUS","1458",3,3.6,5,"£5 BONUS",303263,30,0.0333333333333333,5,"£5                               £5 BONUS                  303,263                  30           +/- 5.00%"
"LUCKY BONUS","1458",3,3.6,5,"2 x MONEYBAG = £5",454967,20,0.05,5,"£5     2 x MONEYBAG = £5                                   454,967                  20           +/- 5.00%"
"LUCKY BONUS","1458",3,3.6,10,"£10",91091,100,0.01,5,"£10     £10                                                   91,091               100            +/- 5.00%"
"LUCKY BONUS","1458",3,3.6,10,"£10 BONUS",91091,100,0.01,5,"£10                               £10 BONUS                   91,091               100            +/- 5.00%"
"LUCKY BONUS","1458",3,3.6,10,"£5                        £5 BONUS",151646,60,0.0166666666666667,5,"£10     £5                        £5 BONUS                   151,646                 60           +/- 5.00%"
"LUCKY BONUS","1458",3,3.6,10,"3 x MONEYBAG = £10",151646,60,0.0166666666666667,5,"£10     3 x MONEYBAG = £10                                   151,646                 60           +/- 5.00%"
"LUCKY BONUS","1458",3,3.6,20,"£20",30332,300,0.00333333333333333,5,"£20     £20                                                   30,332               300            +/- 5.00%"
"LUCKY BONUS","1458",3,3.6,20,"£20 BONUS",30223,302,0.0033112582781457,5,"£20                               £20 BONUS                  30,223                302            +/- 5.00%"
"LUCKY BONUS","1458",3,3.6,20,"£5 x 3                    £5 BONUS",30361,300,0.00333333333333333,5,"£20     £5 x 3                    £5 BONUS                   30,361                300            +/- 5.00%"
"LUCKY BONUS","1458",3,3.6,20,"4 x MONEYBAG = £20",60555,151,0.00662251655629139,5,"£20     4 x MONEYBAG = £20                                   60,555                 151           +/- 5.00%"
"LUCKY BONUS","1458",3,3.6,30,"£30",1085,8386,0.000119246362985929,5,"£30     £30                                                   1,085              8,386            +/- 5.00%"
"LUCKY BONUS","1458",3,3.6,30,"£30 BONUS",1079,8433,0.000118581762124985,5,"£30                               £30 BONUS                   1,079              8,433            +/- 5.00%"
"LUCKY BONUS","1458",3,3.6,30,"5 x MONEYBAG = £30",2090,4354,0.000229673863114378,5,"£30     5 x MONEYBAG = £30                                    2,090             4,354             +/- 5.00%"
"LUCKY BONUS","1458",3,3.6,30,"£5 x 4                    £10 BONUS",1662,5475,0.000182648401826484,5,"£30     £5 x 4                    £10 BONUS                    1,662             5,475            +/- 5.00%"
"LUCKY BONUS","1458",3,3.6,30,"(£5 x 3) + £10            £5 BONUS",2094,4346,0.000230096640589047,5,"£30     (£5 x 3) + £10            £5 BONUS                    2,094             4,346             +/- 5.00%"
"LUCKY BONUS","1458",3,3.6,100,"£100",433,21014,4.75873227372228e-05,5,"£100     £100                                                     433            21,014            +/- 5.00%"
"LUCKY BONUS","1458",3,3.6,100,"6 x MONEYBAG = £100",286,31814,3.14327025837682e-05,5.43,"£100     6 x MONEYBAG = £100                                     286             31,814             +/- 5.43%"
"LUCKY BONUS","1458",3,3.6,500,"£500",146,62321,1.60459556168868e-05,8.91,"£500     £500                                                    146             62,321             +/- 8.91%"
"LUCKY BONUS","1458",3,3.6,1000,"£1,000",8,1137345,8.79240687742066e-07,36.55,"£1,000      £1,000                                                       8       1,137,345            +/- 36.55%"
"LUCKY BONUS","1458",3,3.6,1000,"£500 x 2",8,1137345,8.79240687742066e-07,36.55,"£1,000      £500 x 2                                                     8       1,137,345            +/- 36.55%"
"LUCKY BONUS","1458",3,3.6,10000,"£10,000",4,2274690,4.39620343871033e-07,36.55,"£10,000       £10,000                                                      4      2,274,690             +/- 36.55%"
"LUCKY BONUS","1458",3,3.6,3e+05,"£300,000",4,2274690,4.39620343871033e-07,36.55,"£300,000       £300,000                                                     4      2,274,690             +/- 36.55%"
"MEGA CASHWORD","1457",5,3.3,5,"GRID 1 3 WORDS",759486,18,0.0555555555555556,5,"£5    GRID 1 3 WORDS                                   759,486                     18            +/- 5.00%"
"MEGA CASHWORD","1457",5,3.3,5,"GRID 2 3 WORDS",714661,19,0.0526315789473684,5,"£5    GRID 2 3 WORDS                                    714,661                    19            +/- 5.00%"
"MEGA CASHWORD","1457",5,3.3,10,"GRID 1 4 WORDS",446911,30,0.0333333333333333,5,"£10    GRID 1 4 WORDS                                    446,911                    30            +/- 5.00%"
"MEGA CASHWORD","1457",5,3.3,10,"GRID 2 4 WORDS",446870,30,0.0333333333333333,5,"£10    GRID 2 4 WORDS                                   446,870                     30            +/- 5.00%"
"MEGA CASHWORD","1457",5,3.3,10,"GRID 1 3 WORDS + GRID 2 3 WORDS",580923,24,0.0416666666666667,5,"£10    GRID 1 3 WORDS + GRID 2 3 WORDS                  580,923                     24            +/- 5.00%"
"MEGA CASHWORD","1457",5,3.3,15,"GRID 1 5 WORDS",133988,101,0.0099009900990099,5,"£15    GRID 1 5 WORDS                                   133,988                    101            +/- 5.00%"
"MEGA CASHWORD","1457",5,3.3,15,"GRID 2 5 WORDS",134093,100,0.01,5,"£15    GRID 2 5 WORDS                                   134,093                   100             +/- 5.00%"
"MEGA CASHWORD","1457",5,3.3,15,"GRID 1 3 WORDS + GRID 2 4 WORDS",223421,60,0.0166666666666667,5,"£15    GRID 1 3 WORDS + GRID 2 4 WORDS                   223,421                    60            +/- 5.00%"
"MEGA CASHWORD","1457",5,3.3,15,"GRID 1 4 WORDS + GRID 2 3 WORDS",223421,60,0.0166666666666667,5,"£15    GRID 1 4 WORDS + GRID 2 3 WORDS                   223,421                    60            +/- 5.00%"
"MEGA CASHWORD","1457",5,3.3,20,"GRID 1 6 WORDS",44680,301,0.00332225913621262,5,"£20     GRID 1 6 WORDS                                    44,680                   301             +/- 5.00%"
"MEGA CASHWORD","1457",5,3.3,20,"GRID 2 6 WORDS",44676,301,0.00332225913621262,5,"£20     GRID 2 6 WORDS                                     44,676                  301             +/- 5.00%"
"MEGA CASHWORD","1457",5,3.3,20,"GRID 1 5 WORDS + GRID 2 3 WORDS",134065,100,0.01,5,"£20     GRID 1 5 WORDS + GRID 2 3 WORDS                  134,065                   100             +/- 5.00%"
"MEGA CASHWORD","1457",5,3.3,20,"GRID 1 3 WORDS + GRID 2 5 WORDS",134129,100,0.01,5,"£20     GRID 1 3 WORDS + GRID 2 5 WORDS                   134,129                  100             +/- 5.00%"
"MEGA CASHWORD","1457",5,3.3,50,"GRID 1 7 WORDS",19186,699,0.00143061516452074,5,"£50     GRID 1 7 WORDS                                      19,186                 699             +/- 5.00%"
"MEGA CASHWORD","1457",5,3.3,50,"GRID 2 7 WORDS",19136,701,0.0014265335235378,5,"£50     GRID 2 7 WORDS                                      19,136                 701             +/- 5.00%"
"MEGA CASHWORD","1457",5,3.3,100,"GRID 1 8 WORDS",1587,8447,0.000118385225523855,5,"£100     GRID 1 8 WORDS                                       1,587               8,447             +/- 5.00%"
"MEGA CASHWORD","1457",5,3.3,100,"GRID 2 8 WORDS",1591,8426,0.000118680275338239,5,"£100     GRID 2 8 WORDS                                       1,591               8,426             +/- 5.00%"
"MEGA CASHWORD","1457",5,3.3,100,"GRID 1 7 WORDS + GRID 2 7 WORDS",2130,6294,0.000158881474420083,5,"£100     GRID 1 7 WORDS + GRID 2 7 WORDS                      2,130               6,294             +/- 5.00%"
"MEGA CASHWORD","1457",5,3.3,200,"GRID 1 9 WORDS",211,63533,1.57398517305967e-05,6.12,"£200      GRID 1 9 WORDS                                          211             63,533              +/- 6.12%"
"MEGA CASHWORD","1457",5,3.3,200,"GRID 2 9 WORDS",211,63533,1.57398517305967e-05,6.12,"£200      GRID 2 9 WORDS                                          211             63,533              +/- 6.12%"
"MEGA CASHWORD","1457",5,3.3,200,"GRID 1 8 WORDS + GRID 2 8 WORDS",531,25246,3.96102352847976e-05,5,"£200      GRID 1 8 WORDS + GRID 2 8 WORDS                        531              25,246             +/- 5.00%"
"MEGA CASHWORD","1457",5,3.3,1000,"GRID 1 10 WORDS",54,248246,4.02826228821411e-06,13.08,"£1,000     GRID 1 10 WORDS                                         54            248,246             +/- 13.08%"
"MEGA CASHWORD","1457",5,3.3,1000,"GRID 2 10 WORDS",60,223421,4.47585500020141e-06,11.78,"£1,000     GRID 2 10 WORDS                                         60             223,421             +/- 11.78%"
"MEGA CASHWORD","1457",5,3.3,50000,"GRID 1 11 WORDS",2,6702630,1.4919516667338e-07,36.55,"£50,000      GRID 1 11 WORDS                                           2         6,702,630             +/- 36.55%"
"MEGA CASHWORD","1457",5,3.3,50000,"GRID 2 11 WORDS",2,6702630,1.4919516667338e-07,36.55,"£50,000      GRID 2 11 WORDS                                           2         6,702,630             +/- 36.55%"
"MEGA CASHWORD","1457",5,3.3,1e+06,"GRID 1 12 WORDS",2,6702630,1.4919516667338e-07,36.55,"£1,000,000      GRID 1 12 WORDS                                           2         6,702,630             +/- 36.55%"
"MEGA CASHWORD","1457",5,3.3,1e+06,"GRID 2 12 WORDS",2,6702630,1.4919516667338e-07,36.55,"£1,000,000      GRID 2 12 WORDS                                           2         6,702,630             +/- 36.55%"
"MILLIONAIRE MAKER","1438",5,3.33,5,"£5",731920,18,0.0555555555555556,5,"£5    £5                                                   731,920                  18          +/- 5.00%"
"MILLIONAIRE MAKER","1438",5,3.33,5,"£5 AUTOWIN",689020,19,0.0526315789473684,5,"£5    £5 AUTOWIN                                          689,020                   19          +/- 5.00%"
"MILLIONAIRE MAKER","1438",5,3.33,10,"£10",473608,28,0.0357142857142857,5,"£10     £10                                                 473,608                  28           +/- 5.00%"
"MILLIONAIRE MAKER","1438",5,3.33,10,"£10 AUTOWIN",473536,28,0.0357142857142857,5,"£10     £10 AUTOWIN                                         473,536                  28           +/- 5.00%"
"MILLIONAIRE MAKER","1438",5,3.33,10,"£5 DOUBLER",473738,28,0.0357142857142857,5,"£10     £5 DOUBLER                                           473,738                 28           +/- 5.00%"
"MILLIONAIRE MAKER","1438",5,3.33,15,"£15",215280,60,0.0166666666666667,5,"£15    £15                                                 215,280                  60           +/- 5.00%"
"MILLIONAIRE MAKER","1438",5,3.33,15,"£15 AUTOWIN",215280,60,0.0166666666666667,5,"£15    £15 AUTOWIN                                         215,280                  60           +/- 5.00%"
"MILLIONAIRE MAKER","1438",5,3.33,15,"£5 TRIPLER",215280,60,0.0166666666666667,5,"£15    £5 TRIPLER                                          215,280                  60           +/- 5.00%"
"MILLIONAIRE MAKER","1438",5,3.33,20,"£20",43104,300,0.00333333333333333,5,"£20     £20                                                   43,104               300            +/- 5.00%"
"MILLIONAIRE MAKER","1438",5,3.33,20,"£20 AUTOWIN",42974,301,0.00332225913621262,5,"£20     £20 AUTOWIN                                           42,974                301           +/- 5.00%"
"MILLIONAIRE MAKER","1438",5,3.33,20,"£10 DOUBLER",86024,151,0.00662251655629139,5,"£20     £10 DOUBLER                                           86,024                 151          +/- 5.00%"
"MILLIONAIRE MAKER","1438",5,3.33,20,"£5 TRIPLER + £5",172304,75,0.0133333333333333,5,"£20     £5 TRIPLER + £5                                      172,304                  75          +/- 5.00%"
"MILLIONAIRE MAKER","1438",5,3.33,50,"£50",7164,1804,0.000554323725055432,5,"£50     £50                                                      7,164           1,804            +/- 5.00%"
"MILLIONAIRE MAKER","1438",5,3.33,50,"£50 AUTOWIN",9244,1398,0.000715307582260372,5,"£50     £50 AUTOWIN                                             9,244            1,398            +/- 5.00%"
"MILLIONAIRE MAKER","1438",5,3.33,50,"£20 DOUBLER + £10",11590,1115,0.000896860986547085,5,"£50     £20 DOUBLER + £10                                      11,590              1,115          +/- 5.00%"
"MILLIONAIRE MAKER","1438",5,3.33,50,"£5 DOUBLER + £10 DOUBLER + £20",16475,785,0.00127388535031847,5,"£50     £5 DOUBLER + £10 DOUBLER + £20                         16,475               785           +/- 5.00%"
"MILLIONAIRE MAKER","1438",5,3.33,100,"£100",1854,6967,0.000143533802210421,5,"£100     £100                                                    1,854            6,967            +/- 5.00%"
"MILLIONAIRE MAKER","1438",5,3.33,100,"£50 DOUBLER",1832,7051,0.000141823854772373,5,"£100     £50 DOUBLER                                             1,832             7,051           +/- 5.00%"
"MILLIONAIRE MAKER","1438",5,3.33,100,"£5 DOUBLER + £10 TRIPLER + (£15 x 4)",1833,7047,0.000141904356463743,5,"£100     £5 DOUBLER + £10 TRIPLER + (£15 x 4)                    1,833            7,047            +/- 5.00%"
"MILLIONAIRE MAKER","1438",5,3.33,500,"£500",210,61509,1.62577834138094e-05,6.12,"£500     £500                                                       210          61,509             +/- 6.12%"
"MILLIONAIRE MAKER","1438",5,3.33,1000,"£1,000",45,287040,3.48383500557414e-06,14.89,"£1,000     £1,000                                                     45         287,040            +/- 14.89%"
"MILLIONAIRE MAKER","1438",5,3.33,5000,"£5,000",4,3229200,3.09674222717701e-07,36.55,"£5,000     £5,000                                                      4      3,229,200             +/- 36.55%"
"MILLIONAIRE MAKER","1438",5,3.33,50000,"£50,000",4,3229200,3.09674222717701e-07,36.55,"£50,000      £50,000                                                     4      3,229,200             +/- 36.55%"
"MILLIONAIRE MAKER","1438",5,3.33,1e+06,"£1,000,000",4,3229200,3.09674222717701e-07,36.55,"£1,000,000      £1,000,000                                                  4      3,229,200             +/- 36.55%"
"SILVER & GOLD","1474",5,3.35,5,"£5",331372,28,0.0357142857142857,5,"£5    £5                                                       331,372                28         +/- 5.00%"
"SILVER & GOLD","1474",5,3.35,5,"£5 BONUS",331405,28,0.0357142857142857,5,"£5                       £5 BONUS                             331,405                 28         +/- 5.00%"
"SILVER & GOLD","1474",5,3.35,5,"£5 AUTOWIN",331389,28,0.0357142857142857,5,"£5    £5 AUTOWIN                                              331,389                 28         +/- 5.00%"
"SILVER & GOLD","1474",5,3.35,10,"£10",301211,30,0.0333333333333333,5,"£10    £10                                                      301,211                30         +/- 5.00%"
"SILVER & GOLD","1474",5,3.35,10,"£10 BONUS",301242,30,0.0333333333333333,5,"£10                       £10 BONUS                            301,242                 30         +/- 5.00%"
"SILVER & GOLD","1474",5,3.35,10,"£10 AUTOWIN",301292,30,0.0333333333333333,5,"£10    £10 AUTOWIN                                             301,292                 30         +/- 5.00%"
"SILVER & GOLD","1474",5,3.35,10,"£5                                    MULT2",90344,101,0.0099009900990099,5,"£10    £5                                    MULT2              90,344                101         +/- 5.00%"
"SILVER & GOLD","1474",5,3.35,15,"£15",90358,101,0.0099009900990099,5,"£15    £15                                                      90,358                101         +/- 5.00%"
"SILVER & GOLD","1474",5,3.35,15,"£15 BONUS",90395,100,0.01,5,"£15                       £15 BONUS                              90,395              100          +/- 5.00%"
"SILVER & GOLD","1474",5,3.35,15,"£15 AUTOWIN",150603,61,0.0163934426229508,5,"£15    £15 AUTOWIN                                             150,603                 61         +/- 5.00%"
"SILVER & GOLD","1474",5,3.35,20,"£20",30131,300,0.00333333333333333,5,"£20    £20                                                       30,131              300          +/- 5.00%"
"SILVER & GOLD","1474",5,3.35,20,"£20 BONUS",30132,300,0.00333333333333333,5,"£20                       £20 BONUS                              30,132              300          +/- 5.00%"
"SILVER & GOLD","1474",5,3.35,20,"£20 AUTOWIN",30114,301,0.00332225913621262,5,"£20    £20 AUTOWIN                                               30,114               301         +/- 5.00%"
"SILVER & GOLD","1474",5,3.35,20,"£5 BONUS x 4",60244,151,0.00662251655629139,5,"£20                       £5 BONUS x 4                          60,244                 151        +/- 5.00%"
"SILVER & GOLD","1474",5,3.35,50,"£50",1521,5942,0.000168293503870751,5,"£50        £50                                                          1,521          5,942          +/- 5.00%"
"SILVER & GOLD","1474",5,3.35,50,"£50 BONUS",1788,5055,0.00019782393669634,5,"£50                           £50 BONUS                                 1,788          5,055          +/- 5.00%"
"SILVER & GOLD","1474",5,3.35,50,"£50 AUTOWIN",1773,5098,0.000196155355041193,5,"£50        £50 AUTOWIN                                                  1,773          5,098          +/- 5.00%"
"SILVER & GOLD","1474",5,3.35,50,"(£5 x 8)           (£5 BONUS x 2)",1780,5078,0.000196927924379677,5,"£50        (£5 x 8)           (£5 BONUS x 2)                            1,780          5,078          +/- 5.00%"
"SILVER & GOLD","1474",5,3.35,50,"£10 BONUS          MULT5",1790,5049,0.000198059021588433,5,"£50                           £10 BONUS          MULT5                  1,790          5,049          +/- 5.00%"
"SILVER & GOLD","1474",5,3.35,50,"£5                                    MULT10",1787,5058,0.000197706603400554,5,"£50        £5                                    MULT10                 1,787          5,058          +/- 5.00%"
"SILVER & GOLD","1474",5,3.35,100,"£100",575,15717,6.36253737990711e-05,5,"£100        £100                                                           575          15,717         +/- 5.00%"
"SILVER & GOLD","1474",5,3.35,100,"(£5 x 16)          (£5 BONUS x 4)",577,15663,6.38447296175701e-05,5,"£100        (£5 x 16)          (£5 BONUS x 4)                              577         15,663          +/- 5.00%"
"SILVER & GOLD","1474",5,3.35,100,"(£5 x 2)           (£5 BONUS x 2)     MULT5",571,15828,6.31791761435431e-05,5,"£100        (£5 x 2)           (£5 BONUS x 2)     MULT5                   571         15,828            +/- 5.00%"
"SILVER & GOLD","1474",5,3.35,100,"£10 AUTOWIN                           MULT10",577,15663,6.38447296175701e-05,5,"£100        £10 AUTOWIN                           MULT10                  577         15,663            +/- 5.00%"
"SILVER & GOLD","1474",5,3.35,500,"£500",69,130975,7.63504485588853e-06,11.78,"£500        £500                                                           69        130,975            +/- 11.78%"
"SILVER & GOLD","1474",5,3.35,500,"£100                                  MULT5",73,123799,8.07760967374535e-06,10.8,"£500        £100                                  MULT5                    73        123,799           +/- 10.80%"
"SILVER & GOLD","1474",5,3.35,500,"£5 AUTOWIN + (£5 BONUS x 2)",75,120497,8.29896179987883e-06,10.8,"£500        £5 AUTOWIN + (£5 BONUS x 2)                                    75        120,497           +/- 10.80%"
"SILVER & GOLD","1474",5,3.35,1000,"£500                                   MULT2",3,3012420,3.31959022978204e-07,36.55,"£1,000     £500                                   MULT2                    3        3,012,420           +/- 36.55%"
"SILVER & GOLD","1474",5,3.35,1000,"£100                                   MULT10",3,3012420,3.31959022978204e-07,36.55,"£1,000     £100                                   MULT10                   3        3,012,420           +/- 36.55%"
"SILVER & GOLD","1474",5,3.35,50000,"£50,000",6,1506210,6.63918045956407e-07,36.55,"£50,000      £50,000                                                         6        1,506,210           +/- 36.55%"
"SILVER & GOLD","1474",5,3.35,250000,"£250,000",3,3012420,3.31959022978204e-07,36.55,"£250,000      £250,000                                                        3        3,012,420           +/- 36.55%"
"SILVER & GOLD","1474",5,3.35,1e+06,"£1,000,000",3,3012420,3.31959022978204e-07,36.55,"£1,000,000      £1,000,000                                                      3        3,012,420           +/- 36.55%"
"TRIPLE PAYOUT","1436",3,3.14,3,"£3",1313780,10,0.1,5,"£3                                            £3                           1,313,780                10      +/- 5.00%"
"TRIPLE PAYOUT","1436",3,3.14,5,"£5 AUTOWIN",657108,20,0.05,5,"£5                          £5 AUTOWIN                                       657,108               20       +/- 5.00%"
"TRIPLE PAYOUT","1436",3,3.14,5,"£5",656800,20,0.05,5,"£5                                            £5                            656,800                20       +/- 5.00%"
"TRIPLE PAYOUT","1436",3,3.14,6,"£6",218975,60,0.0166666666666667,5,"£6                                            £6                             218,975               60       +/- 5.00%"
"TRIPLE PAYOUT","1436",3,3.14,6,"£6 (£3 x 2)",306560,43,0.0232558139534884,5,"£6     £6 (£3 x 2)                                                          306,560                 43      +/- 5.00%"
