"game_name","game_number","ticket_price","overall_odds_1_in","prize_amount","prize_breakdown","n_prizes","approx_odds_1_in","implied_probability","tolerance_pct","raw"
"£100 TRIPLER","1495",2,3.32,2,"£2",819920,10,0.1,5,"£2    £2                                                        819,920                   10           +/- 5.00%"
"£100 TRIPLER","1495",2,3.32,4,"£4",378429,20,0.05,5,"£4    £4                                                        378,429                  20            +/- 5.00%"
"£100 TRIPLER","1495",2,3.32,4,"£2 x 2",378432,20,0.05,5,"£4    £2 x 2                                                    378,432                  20            +/- 5.00%"
"£100 TRIPLER","1495",2,3.32,5,"£5",416331,19,0.0526315789473684,5,"£5    £5                                                         416,331                  19           +/- 5.00%"
"£100 TRIPLER","1495",2,3.32,6,"£6",25215,301,0.00332225913621262,5,"£6    £6                                                          25,215                301            +/- 5.00%"
"£100 TRIPLER","1495",2,3.32,6,"£2 TRIPLER",63052,121,0.00826446280991736,5,"£6    £2 TRIPLER                                                 63,052                  121           +/- 5.00%"
"£100 TRIPLER","1495",2,3.32,6,"£2 + £4",37851,200,0.005,5,"£6    £2 + £4                                                     37,851               200             +/- 5.00%"
"£100 TRIPLER","1495",2,3.32,10,"£10",12599,601,0.00166389351081531,5,"£10     £10                                                         12,599                601            +/- 5.00%"
"£100 TRIPLER","1495",2,3.32,10,"£2 TRIPLER + (£2 x 2)",37857,200,0.005,5,"£10     £2 TRIPLER + (£2 x 2)                                       37,857               200             +/- 5.00%"
"£100 TRIPLER","1495",2,3.32,10,"£2 x 5",12616,600,0.00166666666666667,5,"£10     £2 x 5                                                      12,616               600             +/- 5.00%"
"£100 TRIPLER","1495",2,3.32,12,"£2 TRIPLER x 2",25235,300,0.00333333333333333,5,"£12    £2 TRIPLER x 2                                             25,235                300             +/- 5.00%"
"£100 TRIPLER","1495",2,3.32,12,"£4 TRIPLER",37837,201,0.00497512437810945,5,"£12    £4 TRIPLER                                                  37,837                201            +/- 5.00%"
"£100 TRIPLER","1495",2,3.32,15,"£5 TRIPLER",12599,601,0.00166389351081531,5,"£15    £5 TRIPLER                                                  12,599                601            +/- 5.00%"
"£100 TRIPLER","1495",2,3.32,20,"£20",12622,600,0.00166666666666667,5,"£20     £20                                                         12,622               600             +/- 5.00%"
"£100 TRIPLER","1495",2,3.32,30,"£30",900,8410,0.000118906064209275,5,"£30     £30                                                            900              8,410            +/- 5.00%"
"£100 TRIPLER","1495",2,3.32,30,"£6 TRIPLER + £2 + £10",1258,6017,0.000166195778627223,5,"£30     £6 TRIPLER + £2 + £10                                        1,258              6,017            +/- 5.00%"
"£100 TRIPLER","1495",2,3.32,30,"£10 TRIPLER",1194,6339,0.000157753588894147,5,"£30     £10 TRIPLER                                                   1,194             6,339            +/- 5.00%"
"£100 TRIPLER","1495",2,3.32,30,"(£2 x 10) + (£5 x 2)",892,8486,0.000117841150129625,5,"£30     (£2 x 10) + (£5 x 2)                                           892             8,486             +/- 5.00%"
"£100 TRIPLER","1495",2,3.32,100,"£100",602,12573,7.95355126063787e-05,5,"£100     £100                                                           602             12,573            +/- 5.00%"
"£100 TRIPLER","1495",2,3.32,100,"(£2 TRIPLER x 5) + (£4 TRIPLER x 5) + (£5 x 2)",604,12531,7.98020908147793e-05,5,"£100     (£2 TRIPLER x 5) + (£4 TRIPLER x 5) + (£5 x 2)                604               12,531           +/- 5.00%"
"£100 TRIPLER","1495",2,3.32,100,"£2 TRIPLER + £30 TRIPLER + £4",597,12678,7.88767944470737e-05,5,"£100     £2 TRIPLER + £30 TRIPLER + £4                                 597              12,678            +/- 5.00%"
"£100 TRIPLER","1495",2,3.32,100,"(£2 TRIPLER x 5) + £20 TRIPLER + £10",587,12894,7.7555452148286e-05,5,"£100     (£2 TRIPLER x 5) + £20 TRIPLER + £10                          587              12,894            +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1479",5,3.36,5,"£5",818116,10,0.1,5,"£5    £5                                                  818,116                  10            +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1479",5,3.36,10,"£10",223125,34,0.0294117647058824,5,"£10     £10                                                223,125                   34            +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1479",5,3.36,10,"£5 DOUBLER",322312,24,0.0416666666666667,5,"£10     £5 DOUBLER                                         322,312                   24            +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1479",5,3.36,10,"£5 x 2",272689,28,0.0357142857142857,5,"£10     £5 x 2                                             272,689                   28            +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1479",5,3.36,15,"£15",49580,151,0.00662251655629139,5,"£15    £15                                                 49,580                  151            +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1479",5,3.36,15,"£5 DOUBLER + £5",99139,76,0.0131578947368421,5,"£15    £5 DOUBLER + £5                                      99,139                  76            +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1479",5,3.36,15,"£5 + £10",74448,100,0.01,5,"£15    £5 + £10                                            74,448                 100             +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1479",5,3.36,15,"£5 x 3",148725,51,0.0196078431372549,5,"£15    £5 x 3                                             148,725                   51            +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1479",5,3.36,20,"£20",24755,301,0.00332225913621262,5,"£20     £20                                                  24,755                301             +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1479",5,3.36,20,"£10 DOUBLER",49665,150,0.00666666666666667,5,"£20     £10 DOUBLER                                         49,665                 150             +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1479",5,3.36,20,"£5 x 4",74299,101,0.0099009900990099,5,"£20     £5 x 4                                              74,299                  101            +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1479",5,3.36,20,"£10 x 2",49665,150,0.00666666666666667,5,"£20     £10 x 2                                             49,665                 150             +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1479",5,3.36,50,"£50",1542,4824,0.000207296849087894,5,"£50     £50                                                    1,542             4,824             +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1479",5,3.36,50,"£20 DOUBLER + £10",3540,2102,0.000475737392959087,5,"£50     £20 DOUBLER + £10                                     3,540              2,102             +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1479",5,3.36,50,"£5 x 10",3533,2106,0.000474833808167142,5,"£50     £5 x 10                                               3,533              2,106             +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1479",5,3.36,500,"£500",11,676168,1.47892239798393e-06,36.55,"£500     £500                                                       11          676,168            +/- 36.55%"
"£100,000 A MONTH FOR A YEAR","1479",5,3.36,500,"(£20 DOUBLER x 10) + (£10 x 10)",30,247928,4.03342906004969e-06,17.67,"£500      (£20 DOUBLER x 10) + (£10 x 10)                          30            247,928             +/- 17.67%"
"£100,000 A MONTH FOR A YEAR","1479",5,3.36,500,"£50 DOUBLER + £10 + (£20 x 17) + £50",30,247928,4.03342906004969e-06,17.67,"£500      £50 DOUBLER + £10 + (£20 x 17) + £50                     30            247,928             +/- 17.67%"
"£100,000 A MONTH FOR A YEAR","1479",5,3.36,1000,"£1,000",5,1487568,6.72238176674949e-07,36.55,"£1,000     £1,000                                                     5         1,487,568            +/- 36.55%"
"£100,000 A MONTH FOR A YEAR","1479",5,3.36,1000,"£500 DOUBLER",7,1062549,9.41133067745582e-07,36.55,"£1,000     £500 DOUBLER                                               7         1,062,549            +/- 36.55%"
"£100,000 A MONTH FOR A YEAR","1479",5,3.36,5000,"£5,000",1,7437840,1.3444763533499e-07,36.55,"£5,000     £5,000                                                     1         7,437,840            +/- 36.55%"
"£100,000 A MONTH FOR A YEAR","1479",5,3.36,50000,"£50,000",3,2479280,4.03342906004969e-07,36.55,"£50,000      £50,000                                                    3         2,479,280            +/- 36.55%"
"£100,000 A MONTH FOR A YEAR","1479",5,3.36,1200000,"YEAR",3,2479280,4.03342906004969e-07,36.55,"£1,200,000      YEAR                                                       3         2,479,280            +/- 36.55%"
"£100,000 GOLD","1475",1,3.79,1,"£1",2194393,20,0.05,5,"£1     £1                                            2,194,393                    20              +/- 5.00%"
"£100,000 GOLD","1475",1,3.79,1,"£1 BONUS",2194502,20,0.05,5,"£1                         £1 BONUS                 2,194,502                     20              +/- 5.00%"
"£100,000 GOLD","1475",1,3.79,2,"£2",2438442,18,0.0555555555555556,5,"£2     £2                                           2,438,442                      18             +/- 5.00%"
"£100,000 GOLD","1475",1,3.79,2,"£2 BONUS",1950648,23,0.0434782608695652,5,"£2                         £2 BONUS                 1,950,648                      23             +/- 5.00%"
"£100,000 GOLD","1475",1,3.79,4,"£4",487662,90,0.0111111111111111,5,"£4     £4                                              487,662                    90              +/- 5.00%"
"£100,000 GOLD","1475",1,3.79,4,"£4 BONUS",731579,60,0.0166666666666667,5,"£4                         £4 BONUS                    731,579                    60              +/- 5.00%"
"£100,000 GOLD","1475",1,3.79,4,"£2                  £2 BONUS",731493,60,0.0166666666666667,5,"£4     £2                  £2 BONUS                    731,493                    60              +/- 5.00%"
"£100,000 GOLD","1475",1,3.79,5,"£5",292715,150,0.00666666666666667,5,"£5     £5                                              292,715                   150              +/- 5.00%"
"£100,000 GOLD","1475",1,3.79,5,"£5 BONUS",389962,113,0.00884955752212389,5,"£5                         £5 BONUS                   389,962                     113             +/- 5.00%"
"£100,000 GOLD","1475",1,3.79,10,"£10",48797,900,0.00111111111111111,5,"£10     £10                                              48,797                  900               +/- 5.00%"
"£100,000 GOLD","1475",1,3.79,10,"£10 BONUS",48784,900,0.00111111111111111,5,"£10                         £10 BONUS                    48,784                  900               +/- 5.00%"
"£100,000 GOLD","1475",1,3.79,10,"£5                  £5 BONUS",48688,902,0.00110864745011086,5,"£10     £5                  £5 BONUS                     48,688                  902               +/- 5.00%"
"£100,000 GOLD","1475",1,3.79,20,"£20",6520,6732,0.000148544266191325,5,"£20      £20                                               6,520                6,732               +/- 5.00%"
"£100,000 GOLD","1475",1,3.79,20,"£20 BONUS",6502,6751,0.000148126203525404,5,"£20                          £20 BONUS                     6,502                 6,751              +/- 5.00%"
"£100,000 GOLD","1475",1,3.79,20,"£10                 £10 BONUS",3901,11251,8.88809883565905e-05,5,"£20      £10                 £10 BONUS                     3,901                11,251              +/- 5.00%"
"£100,000 GOLD","1475",1,3.79,40,"£40",2278,19267,5.19022162246328e-05,5,"£40      £40                                               2,278               19,267               +/- 5.00%"
"£100,000 GOLD","1475",1,3.79,40,"£40 BONUS",2588,16959,5.89657409045345e-05,5,"£40                          £40 BONUS                     2,588               16,959               +/- 5.00%"
"£100,000 GOLD","1475",1,3.79,100,"£100",497,88310,1.13237458951421e-05,5,"£100      £100                                                497              88,310                +/- 5.00%"
"£100,000 GOLD","1475",1,3.79,1000,"£1,000",15,2925972,3.41766770153645e-07,36.55,"£1,000      £1,000                                               15           2,925,972               +/- 36.55%"
"£100,000 GOLD","1475",1,3.79,5000,"£5,000",10,4388958,2.27844513435763e-07,36.55,"£5,000       £5,000                                               10           4,388,958               +/- 36.55%"
"£100,000 GOLD","1475",1,3.79,1e+05,"£100,000",5,8777916,1.13922256717882e-07,36.55,"£100,000       £100,000                                              5            8,777,916              +/- 36.55%"
"£1 MILLION","1472",5,3.21,5,"£5",505060,15,0.0666666666666667,5,"£5       £5                                                            505,060               15      +/- 5.00%"
"£1 MILLION","1472",5,3.21,5,"£5 BONUS",312646,24,0.0416666666666667,5,"£5                                          £5 BONUS                    312,646             24       +/- 5.00%"
"£1 MILLION","1472",5,3.21,10,"£10",144268,51,0.0196078431372549,5,"£10       £10                                                            144,268              51      +/- 5.00%"
"£1 MILLION","1472",5,3.21,10,"£10 BONUS",288594,25,0.04,5,"£10                                          £10 BONUS                  288,594              25       +/- 5.00%"
"£1 MILLION","1472",5,3.21,10,"£5 DOUBLE",264534,28,0.0357142857142857,5,"£10       £5 DOUBLE                                                     264,534              28       +/- 5.00%"
"£1 MILLION","1472",5,3.21,10,"£5                                 £5 BONUS",264492,28,0.0357142857142857,5,"£10       £5                                 £5 BONUS                    264,492             28       +/- 5.00%"
"£1 MILLION","1472",5,3.21,15,"£15",120239,60,0.0166666666666667,5,"£15       £15                                                            120,239             60       +/- 5.00%"
"£1 MILLION","1472",5,3.21,15,"£15 BONUS",120239,60,0.0166666666666667,5,"£15                                          £15 BONUS                   120,239             60       +/- 5.00%"
"£1 MILLION","1472",5,3.21,15,"£10                                £5 BONUS",120239,60,0.0166666666666667,5,"£15       £10                                £5 BONUS                    120,239             60       +/- 5.00%"
"£1 MILLION","1472",5,3.21,20,"£20",24075,300,0.00333333333333333,5,"£20       £20                                                             24,075           300        +/- 5.00%"
"£1 MILLION","1472",5,3.21,20,"£20 BONUS",24060,300,0.00333333333333333,5,"£20                                          £20 BONUS                    24,060           300        +/- 5.00%"
"£1 MILLION","1472",5,3.21,20,"£5 x 2                             £10 BONUS",24034,301,0.00332225913621262,5,"£20       £5 x 2                             £10 BONUS                    24,034            301       +/- 5.00%"
"£1 MILLION","1472",5,3.21,50,"£50",2012,3586,0.000278862242052426,5,"£50    £50                                                             2,012            3,586         +/- 5.00%"
"£1 MILLION","1472",5,3.21,50,"£50 BONUS",1995,3617,0.000276472214542438,5,"£50                                        £50 BONUS                   1,995             3,617        +/- 5.00%"
"£1 MILLION","1472",5,3.21,50,"(£5 DOUBLE x 4) + £10",2172,3322,0.000301023479831427,5,"£50    (£5 DOUBLE x 4) + £10                                           2,172            3,322         +/- 5.00%"
"£1 MILLION","1472",5,3.21,50,"£5 DOUBLE + £10 DOUBLE            £20 BONUS",2167,3330,0.0003003003003003,5,"£50    £5 DOUBLE + £10 DOUBLE            £20 BONUS                     2,167            3,330         +/- 5.00%"
"£1 MILLION","1472",5,3.21,50,"£20 DOUBLE + £5                   £5 BONUS",2181,3308,0.00030229746070133,5,"£50    £20 DOUBLE + £5                   £5 BONUS                      2,181            3,308         +/- 5.00%"
"£1 MILLION","1472",5,3.21,50,"£10 DOUBLE + (£10 x 3)",2163,3336,0.000299760191846523,5,"£50    £10 DOUBLE + (£10 x 3)                                          2,163            3,336         +/- 5.00%"
"£1 MILLION","1472",5,3.21,100,"£100",120,60120,1.66333998669328e-05,8.91,"£100    £100                                                              120           60,120          +/- 8.91%"
"£1 MILLION","1472",5,3.21,100,"(£5 DOUBLE x 6) + £10 DOUBLE £20 BONUS",114,63284,1.58017824410594e-05,8.91,"£100    (£5 DOUBLE x 6) + £10 DOUBLE £20 BONUS                             114         63,284           +/- 8.91%"
"£1 MILLION","1472",5,3.21,100,"(£10 DOUBLE x 3) + £20 DOUBLE",117,61662,1.62174434822095e-05,8.91,"£100    (£10 DOUBLE x 3) + £20 DOUBLE                                      117          61,662          +/- 8.91%"
"£1 MILLION","1472",5,3.21,100,"£20 DOUBLE + £10                  £50 BONUS",113,63844,1.56631789988096e-05,8.91,"£100    £20 DOUBLE + £10                  £50 BONUS                        113         63,844           +/- 8.91%"
"£1 MILLION","1472",5,3.21,100,"£50 DOUBLE",114,63284,1.58017824410594e-05,8.91,"£100    £50 DOUBLE                                                         114         63,284           +/- 8.91%"
"£1 MILLION","1472",5,3.21,200,"£200",51,141458,7.06923609834721e-06,13.08,"£200    £200                                                                51         141,458        +/- 13.08%"
"£1 MILLION","1472",5,3.21,200,"£50 DOUBLE + £50                  £50 BONUS",53,136120,7.34645900675874e-06,13.08,"£200     £50 DOUBLE + £50                  £50 BONUS                        53         136,120         +/- 13.08%"
"£1 MILLION","1472",5,3.21,1000,"£1,000",10,721434,1.38612818358991e-06,36.55,"£1,000    £1,000                                                             10         721,434         +/- 36.55%"
"£1 MILLION","1472",5,3.21,1000,"(£50 DOUBLE x 6) +                (£50 BONUS x 4)",10,721434,1.38612818358991e-06,36.55,"£1,000    (£50 DOUBLE x 6) +                (£50 BONUS x 4)                  10          721,434        +/- 36.55%"
"£1 MILLION","1472",5,3.21,5000,"£5,000",6,1202390,8.31676910153943e-07,36.55,"£5,000     £5,000                                                              6       1,202,390         +/- 36.55%"
"£1 MILLION","1472",5,3.21,5000,"(£100 DOUBLE x 4) +               £50 BONUS",5,1442868,6.93064091794953e-07,36.55,"£5,000     (£100 DOUBLE x 4) +               £50 BONUS                          5      1,442,868         +/- 36.55%"
"£1 MILLION","1472",5,3.21,50000,"£50,000",3,2404780,4.15838455076972e-07,36.55,"£50,000     £50,000                                                             3       2,404,780         +/- 36.55%"
"£1 MILLION","1472",5,3.21,1e+06,"£1,000,000",3,2404780,4.15838455076972e-07,36.55,"£1,000,000     £1,000,000                                                          3       2,404,780         +/- 36.55%"
"£250,000 SILVER","1468",2,3.39,2,"£2",4757165,10,0.1,5,"£2     £2                                                 4,757,165                   10            +/- 5.00%"
"£250,000 SILVER","1468",2,3.39,4,"£4",2378829,20,0.05,5,"£4     £4                                                2,378,829                    20            +/- 5.00%"
"£250,000 SILVER","1468",2,3.39,4,"£2 x 2",2378861,20,0.05,5,"£4     £2 x 2                                            2,378,861                    20            +/- 5.00%"
"£250,000 SILVER","1468",2,3.39,5,"£5",2775106,18,0.0555555555555556,5,"£5     £5                                                2,775,106                    18            +/- 5.00%"
"£250,000 SILVER","1468",2,3.39,10,"£10",475833,100,0.01,5,"£10     £10                                                 475,833                  100             +/- 5.00%"
"£250,000 SILVER","1468",2,3.39,10,"£2 x 5",554924,86,0.0116279069767442,5,"£10     £2 x 5                                              554,924                    86            +/- 5.00%"
"£250,000 SILVER","1468",2,3.39,10,"£2 + (£4 x 2)",555202,86,0.0116279069767442,5,"£10     £2 + (£4 x 2)                                       555,202                    86            +/- 5.00%"
"£250,000 SILVER","1468",2,3.39,20,"£20",79244,601,0.00166389351081531,5,"£20      £20                                                  79,244                  601             +/- 5.00%"
"£250,000 SILVER","1468",2,3.39,20,"£2 x 10",79202,601,0.00166389351081531,5,"£20      £2 x 10                                              79,202                  601             +/- 5.00%"
"£250,000 SILVER","1468",2,3.39,40,"£40",3400,13993,7.14643035803616e-05,5,"£40      £40                                                   3,400               13,993             +/- 5.00%"
"£250,000 SILVER","1468",2,3.39,40,"(£2 x 3) + (£4 x 6) + (£5 x 2)",3401,13989,7.14847380084352e-05,5,"£40      (£2 x 3) + (£4 x 6) + (£5 x 2)                        3,401               13,989             +/- 5.00%"
"£250,000 SILVER","1468",2,3.39,40,"(£4 x 5) + (£10 x 2)",3426,13887,7.20097933318931e-05,5,"£40      (£4 x 5) + (£10 x 2)                                  3,426               13,887             +/- 5.00%"
"£250,000 SILVER","1468",2,3.39,100,"£100",766,62107,1.61012446262096e-05,5,"£100      £100                                                    766               62,107             +/- 5.00%"
"£250,000 SILVER","1468",2,3.39,100,"(£2 x 4) + (£4 x 3) + (£10 x 2) + £20 + £40",1135,41915,2.38578074674937e-05,5,"£100      (£2 x 4) + (£4 x 3) + (£10 x 2) + £20 + £40            1,135               41,915            +/- 5.00%"
"£250,000 SILVER","1468",2,3.39,100,"(£20 x 3) + £40",1137,41842,2.38994311935376e-05,5,"£100      (£20 x 3) + £40                                        1,137             41,842              +/- 5.00%"
"£250,000 SILVER","1468",2,3.39,200,"£200",106,448807,2.22812924040846e-06,8.91,"£200      £200                                                    106             448,807               +/- 8.91%"
"£250,000 SILVER","1468",2,3.39,200,"(£10 x 4) + (£20 x 6) + £40",96,495558,2.01792726582963e-06,9.39,"£200      (£10 x 4) + (£20 x 6) + £40                               96            495,558              +/- 9.39%"
"£250,000 SILVER","1468",2,3.39,200,"(£20 x 5) + £100",97,490449,2.03894798439797e-06,9.39,"£200      (£20 x 5) + £100                                          97            490,449              +/- 9.39%"
"£250,000 SILVER","1468",2,3.39,1000,"£1,000",9,5285947,1.89180860118348e-07,36.55,"£1,000      £1,000                                                     9          5,285,947             +/- 36.55%"
"£250,000 SILVER","1468",2,3.39,1000,"(£20 x 3) + £40 + (£100 x 5) + (£200 x 2)",9,5285947,1.89180860118348e-07,36.55,"£1,000      (£20 x 3) + £40 + (£100 x 5) + (£200 x 2)                  9          5,285,947             +/- 36.55%"
"£250,000 SILVER","1468",2,3.39,5000,"£5,000",6,7928920,1.26120581365432e-07,36.55,"£5,000      £5,000                                                     6          7,928,920             +/- 36.55%"
"£250,000 SILVER","1468",2,3.39,250000,"£250,000",6,7928920,1.26120581365432e-07,36.55,"£250,000      £250,000                                                   6          7,928,920             +/- 36.55%"
"£2 MILLION GREEN","1493",5,3.11,5,"£5",3292401,9,0.111111111111111,5,"£5     £5                                               3,292,401                       9          +/- 5.00%"
"£2 MILLION GREEN","1493",5,3.11,10,"£10",548711,50,0.02,5,"£10     £10                                                 548,711                    50           +/- 5.00%"
"£2 MILLION GREEN","1493",5,3.11,10,"£5 x 2",914638,30,0.0333333333333333,5,"£10     £5 x 2                                             914,638                     30           +/- 5.00%"
"£2 MILLION GREEN","1493",5,3.11,10,"£5 MULT2",1920682,15,0.0666666666666667,5,"£10     £5 MULT2                                         1,920,682                      15          +/- 5.00%"
"£2 MILLION GREEN","1493",5,3.11,15,"£15",182842,151,0.00662251655629139,5,"£15     £15                                                182,842                     151          +/- 5.00%"
"£2 MILLION GREEN","1493",5,3.11,15,"£5 x 3",274440,100,0.01,5,"£15     £5 x 3                                             274,440                   100            +/- 5.00%"
"£2 MILLION GREEN","1493",5,3.11,15,"£5 + £10",182842,151,0.00662251655629139,5,"£15     £5 + £10                                           182,842                     151          +/- 5.00%"
"£2 MILLION GREEN","1493",5,3.11,15,"£5 MULT3",914564,30,0.0333333333333333,5,"£15     £5 MULT3                                           914,564                     30           +/- 5.00%"
"£2 MILLION GREEN","1493",5,3.11,20,"£20",91503,300,0.00333333333333333,5,"£20      £20                                                  91,503                  300            +/- 5.00%"
"£2 MILLION GREEN","1493",5,3.11,20,"£10 x 2",91383,301,0.00332225913621262,5,"£20      £10 x 2                                              91,383                   301           +/- 5.00%"
"£2 MILLION GREEN","1493",5,3.11,20,"£5 MULT2 x 2",91554,300,0.00333333333333333,5,"£20      £5 MULT2 x 2                                         91,554                  300            +/- 5.00%"
"£2 MILLION GREEN","1493",5,3.11,20,"£5 MULT3 + £5",182842,151,0.00662251655629139,5,"£20      £5 MULT3 + £5                                      182,842                     151          +/- 5.00%"
"£2 MILLION GREEN","1493",5,3.11,25,"£25",13332,2058,0.000485908649173955,5,"£25     £25                                                  13,332               2,058             +/- 5.00%"
"£2 MILLION GREEN","1493",5,3.11,25,"£5 x 5",19643,1397,0.000715819613457409,5,"£25     £5 x 5                                               19,643                 1,397           +/- 5.00%"
"£2 MILLION GREEN","1493",5,3.11,25,"£5 MULT5",21800,1259,0.00079428117553614,5,"£25     £5 MULT5                                            21,800                 1,259            +/- 5.00%"
"£2 MILLION GREEN","1493",5,3.11,25,"£5 MULT2 + £5 MULT3",21804,1259,0.00079428117553614,5,"£25     £5 MULT2 + £5 MULT3                                 21,804                 1,259            +/- 5.00%"
"£2 MILLION GREEN","1493",5,3.11,50,"£50",6553,4187,0.000238834487700024,5,"£50      £50                                                   6,553                 4,187           +/- 5.00%"
"£2 MILLION GREEN","1493",5,3.11,50,"£5 MULT2 + (£10 x 4)",8678,3162,0.000316255534471853,5,"£50      £5 MULT2 + (£10 x 4)                                  8,678                 3,162           +/- 5.00%"
"£2 MILLION GREEN","1493",5,3.11,50,"£5 x 10",13118,2092,0.000478011472275335,5,"£50      £5 x 10                                               13,118               2,092            +/- 5.00%"
"£2 MILLION GREEN","1493",5,3.11,50,"£25 MULT2",13035,2105,0.000475059382422803,5,"£50      £25 MULT2                                            13,035                2,105            +/- 5.00%"
"£2 MILLION GREEN","1493",5,3.11,50,"£5 MULT5 x 2",13080,2098,0.000476644423260248,5,"£50      £5 MULT5 x 2                                        13,080                2,098             +/- 5.00%"
"£2 MILLION GREEN","1493",5,3.11,100,"£100",1097,25011,3.99824077405941e-05,5,"£100      £100                                                  1,097               25,011            +/- 5.00%"
"£2 MILLION GREEN","1493",5,3.11,100,"£5 x 20",2410,11385,8.78348704435661e-05,5,"£100      £5 x 20                                               2,410               11,385            +/- 5.00%"
"£2 MILLION GREEN","1493",5,3.11,200,"£200",439,62499,1.60002560040961e-05,5,"£200      £200                                                    439              62,499             +/- 5.00%"
"£2 MILLION GREEN","1493",5,3.11,200,"£10 x 20",439,62499,1.60002560040961e-05,5,"£200      £10 x 20                                                439              62,499             +/- 5.00%"
"£2 MILLION GREEN","1493",5,3.11,1000,"£1,000",41,669194,1.49433497610558e-06,14.89,"£1,000      £1,000                                                    41            669,194            +/- 14.89%"
"£2 MILLION GREEN","1493",5,3.11,1000,"(£25 MULT2 x 8) + (£50 x 12)",43,638068,1.56723107881919e-06,14.89,"£1,000      (£25 MULT2 x 8) + (£50 x 12)                              43           638,068             +/- 14.89%"
"£2 MILLION GREEN","1493",5,3.11,10000,"£10,000",4,6859230,1.45788958818993e-07,36.55,"£10,000      £10,000                                                    4          6,859,230            +/- 36.55%"
"£2 MILLION GREEN","1493",5,3.11,2e+06,"£2,000,000",4,6859230,1.45788958818993e-07,36.55,"£2,000,000       £2,000,000                                                 4          6,859,230            +/- 36.55%"
"£2 MILLION RED","1455",5,3.34,5,"£5",2537354,10,0.1,5,"£5    £5                                           2,537,354                    10             +/- 5.00%"
"£2 MILLION RED","1455",5,3.34,10,"£10",769000,30,0.0333333333333333,5,"£10    £10                                           769,000                     30             +/- 5.00%"
"£2 MILLION RED","1455",5,3.34,10,"£5 MULT2",768872,30,0.0333333333333333,5,"£10    £5 MULT2                                       768,872                    30             +/- 5.00%"
"£2 MILLION RED","1455",5,3.34,10,"£5 x 2",999583,24,0.0416666666666667,5,"£10    £5 x 2                                        999,583                     24             +/- 5.00%"
"£2 MILLION RED","1455",5,3.34,15,"£15",384456,60,0.0166666666666667,5,"£15    £15                                           384,456                     60             +/- 5.00%"
"£2 MILLION RED","1455",5,3.34,15,"£5 MULT3",384456,60,0.0166666666666667,5,"£15    £5 MULT3                                      384,456                     60             +/- 5.00%"
"£2 MILLION RED","1455",5,3.34,15,"£5 x 3",461279,51,0.0196078431372549,5,"£15    £5 x 3                                         461,279                     51            +/- 5.00%"
"£2 MILLION RED","1455",5,3.34,25,"£25",76962,300,0.00333333333333333,5,"£25    £25                                              76,962                 300              +/- 5.00%"
"£2 MILLION RED","1455",5,3.34,25,"£5 MULT5",153767,151,0.00662251655629139,5,"£25    £5 MULT5                                        153,767                  151             +/- 5.00%"
"£2 MILLION RED","1455",5,3.34,25,"£5 + (£10 x 2)",307517,76,0.0131578947368421,5,"£25    £5 + (£10 x 2)                                  307,517                   76             +/- 5.00%"
"£2 MILLION RED","1455",5,3.34,50,"£50",8624,2675,0.000373831775700935,5,"£50     £50                                               8,624               2,675              +/- 5.00%"
"£2 MILLION RED","1455",5,3.34,50,"£5 MULT5 + (£5 x 5)",14716,1568,0.000637755102040816,5,"£50     £5 MULT5 + (£5 x 5)                               14,716              1,568              +/- 5.00%"
"£2 MILLION RED","1455",5,3.34,50,"£10 MULT5",10930,2111,0.000473709142586452,5,"£50     £10 MULT5                                        10,930                 2,111            +/- 5.00%"
"£2 MILLION RED","1455",5,3.34,50,"£5 x 10",18300,1261,0.000793021411578113,5,"£50     £5 x 10                                         18,300                 1,261             +/- 5.00%"
"£2 MILLION RED","1455",5,3.34,100,"£100",918,25128,3.97962432346387e-05,5,"£100     £100                                                 918             25,128              +/- 5.00%"
"£2 MILLION RED","1455",5,3.34,100,"£50 MULT2",1262,18279,5.47075879424476e-05,5,"£100     £50 MULT2                                          1,262            18,279               +/- 5.00%"
"£2 MILLION RED","1455",5,3.34,100,"£15 MULT3 + (£5 x 11)",1642,14049,7.11794433767528e-05,5,"£100     £15 MULT3 + (£5 x 11)                              1,642            14,049               +/- 5.00%"
"£2 MILLION RED","1455",5,3.34,100,"£5 x 20",2193,10519,9.50660709192889e-05,5,"£100     £5 x 20                                            2,193             10,519              +/- 5.00%"
